13	71	284
49	89	299
65	268	268
76	221	633
87	254	164
130	312	450
157	261	179
172	75	504
181	266	184
204	164	222
232	239	187
256	349	128
285	195	252
289	126	244
293	273	551
294	212	494
294	54	287
309	100	271
322	337	145
330	267	385
342	320	71
377	207	347
379	254	608
385	315	348
406	74	612
410	326	494
424	261	379
468	344	260
486	210	301
495	227	197
498	101	234
499	343	373
507	210	142
516	267	385
560	125	121
563	271	246
576	261	151
606	74	612
629	315	387
632	192	284
663	73	113
693	214	183
728	97	336
747	288	359
756	110	363
766	332	101
782	158	325
833	98	193
856	264	617
872	113	128
886	326	62
890	144	296
911	38	556
921	240	631
921	239	630
927	303	618
927	290	348
927	184	603
933	115	277
940	188	120
976	321	194
988	325	95
994	111	248
1007	68	317
1046	313	559
1046	45	566
1049	345	523
1103	220	160
1120	108	272
1144	121	218
1155	258	321
1186	72	532
1210	266	277
1223	114	92
1243	73	270
1248	266	362
1255	257	337
1299	63	116
1318	349	202
1338	127	255
1344	129	163
1351	243	314
1368	176	137
1391	210	301
1401	114	294
1434	266	255
1450	105	239
1496	138	276
1522	254	164
1523	294	159
1526	121	218
1538	327	368
1544	95	279
1553	84	322
1631	233	231
1650	44	611
1652	284	386
1662	323	400
1671	101	234
1672	233	275
1680	310	164
1735	342	225
1739	93	306
1757	130	183
1763	341	433
1796	209	328
1809	281	616
1822	221	380
1824	336	486
1838	298	306
1871	305	93
1898	153	415
1902	291	57
1903	98	126
1929	291	382
1954	267	278
1965	166	328
1976	345	413
1979	222	123
1979	238	88
1981	98	132
1990	177	615
1998	112	281
2019	49	168
2029	145	110
2036	63	117
2036	12	588
2044	329	485
2060	288	644
2078	207	175
2095	77	641
2130	254	360
2141	267	278
2151	261	385
2166	341	72
2241	173	332
2258	123	257
2300	48	541
2322	296	201
2341	170	633
2367	44	619
2374	352	159
2392	341	551
2398	340	451
2429	347	122
2432	269	164
2434	291	470
2451	140	449
2462	177	377
2483	277	49
2559	276	255
2573	305	191
2573	191	397
2573	191	396
2611	279	230
2611	350	295
2653	333	308
2665	278	342
2667	221	380
2705	221	633
2709	191	396
2712	73	113
2749	266	289
2756	279	379
2766	69	303
2777	158	351
2784	93	188
2807	329	159
2808	204	392
2809	147	246
2827	322	292
2845	210	223
2871	204	370
2898	62	631
2912	103	648
2912	106	646
2931	52	500
2986	283	174
2991	279	179
2992	104	203
3021	250	106
3027	203	108
3067	342	225
3071	285	62
3084	317	115
3090	154	311
3119	180	280
3141	49	630
3144	252	324
3150	348	640
3155	44	585
3162	309	74
3196	172	354
3234	139	241
3247	51	218
3265	87	262
3289	74	558
3295	303	86
3295	152	172
3306	48	541
3310	309	74
3317	219	192
3321	168	311
3347	93	272
3369	239	102
3375	140	343
3378	265	301
3403	261	151
3422	98	303
3422	123	268
3430	336	132
3449	98	509
3455	260	301
3456	260	354
3479	279	53
3494	336	181
3494	337	180
3507	110	295
3526	209	155
3556	152	172
3634	328	295
3655	221	633
3656	304	165
3661	282	188
3670	290	348
3682	239	102
3725	105	112
3756	220	160
3809	193	427
3846	174	343
3857	275	156
3861	337	654
3890	342	225
3912	288	359
3927	180	389
3927	210	380
3942	126	281
3942	323	389
3959	145	439
3961	213	269
3968	113	255
4008	348	134
4014	321	132
4037	204	370
4053	64	634
4070	93	255
4130	349	202
4170	144	203
4187	279	53
4223	196	349
4226	323	325
4266	231	301
4268	233	536
4279	260	358
4289	215	396
4295	302	58
4356	303	280
4357	221	347
4414	147	295
4444	105	637
4454	70	649
4458	186	623
4465	124	195
4466	300	244
4468	136	267
4488	343	373
4539	96	213
4557	240	366
4562	250	270
4567	235	148
4591	105	239
4608	73	552
4662	221	633
4667	113	128
4669	338	571
4708	138	300
4723	310	164
4728	74	620
4743	105	239
4797	41	217
4829	36	609
4832	263	333
4847	235	199
4854	295	615
4895	197	124
4904	332	101
4920	298	306
4934	7	622
4944	98	289
4956	99	109
4991	224	243
5026	120	242
5036	274	375
5058	279	182
5091	339	53
5120	298	567
5121	245	165
5130	221	347
5181	350	194
5187	130	339
5217	339	655
5218	195	200
5233	340	390
5251	63	104
5265	262	331
5273	179	78
5290	62	613
5309	235	537
5312	140	150
5345	58	516
5350	295	615
5356	85	221
5368	49	144
5387	306	324
5399	19	243
5421	177	279
5437	157	226
5462	63	504
5469	64	519
5475	63	104
5492	315	348
5518	254	372
5533	201	183
5543	184	623
5545	184	603
5555	110	363
5570	98	235
5576	262	218
5587	119	599
5607	332	107
5611	9	261
5615	352	106
5648	262	283
5673	196	316
5677	250	270
5684	303	280
5730	245	326
5737	265	355
5777	313	267
5779	329	345
5807	242	56
5822	78	289
5822	210	223
5830	312	65
5871	93	243
5881	57	159
5884	150	435
5888	95	205
5920	177	250
5935	65	191
5936	122	308
5963	342	327
5978	114	294
6034	230	183
6068	167	404
6071	183	131
6074	169	189
6081	232	336
6094	280	662
6135	116	110
6151	122	308
6160	279	200
6223	335	287
6225	325	95
6238	132	626
6242	202	202
6251	91	325
6302	175	118
6302	271	70
6310	312	200
6321	108	272
6332	296	218
6359	78	289
6399	138	276
6454	347	104
6508	110	620
6511	255	73
6533	251	383
6545	97	97
6547	134	297
6568	202	159
6571	214	183
6587	101	234
6588	113	262
6593	38	556
6646	296	384
6660	219	192
6660	294	66
6709	342	272
6738	245	326
6743	67	509
6767	129	163
6768	207	347
6778	186	346
6800	56	636
6807	350	295
6842	150	434
6846	254	179
6850	186	623
6853	236	28
6900	342	272
6901	119	203
6914	255	389
6920	87	105
6926	250	393
6959	307	175
6968	58	636
6970	83	210
6985	261	385
7001	265	355
7026	276	574
7030	267	161
7034	111	248
7076	86	213
7080	308	293
7087	349	656
7097	152	331
7098	350	624
